 Osu                      
  SWAT+ Mar 18 2022    MODULAR Rev 2020.60.5.4                                  
  
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2022     505    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     506    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     507    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     508    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     509    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     510    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     511    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     512    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     513    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     514    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     515    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     516    agrl                      130.192      58.586       2.591       0.417
   365    12    31  2022     517    agrl                      133.565      60.104       2.658       0.427
   365    12    31  2022     518    agrl                       90.841      40.878       1.808       0.291
   365    12    31  2022     519    agrl                      129.263      58.168       2.572       0.414
   365    12    31  2022     520    agrl                      493.235     221.956       9.815       1.578
   365    12    31  2022     521    agrl                      492.908     221.809       9.809       1.577
   365    12    31  2022     522    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     523    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     524    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     525    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     526    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     527    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     528    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     529    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     530    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     531    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     532    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     533    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     534    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     540    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     541    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     542    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     543    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     544    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     545    rice140                   149.392      67.226       2.032       0.194
   365    12    31  2022     546    rice140                   152.815      68.767       2.078       0.199
   365    12    31  2022     547    rice140                   141.851      63.833       1.929       0.184
   365    12    31  2022     548    rice140                   139.425      62.741       1.896       0.181
   365    12    31  2022     549    rice140                    69.626      31.332       0.947       0.091
   365    12    31  2022     550    rice140                    54.544      24.545       0.728       0.071
   365    12    31  2022     551    rice140                   126.005      56.702       1.714       0.164
   365    12    31  2022     552    rice140                   123.484      55.568       1.679       0.161
   365    12    31  2022     553    rice140                   145.262      65.368       1.976       0.189
   365    12    31  2022     554    rice140                   148.087      66.639       2.014       0.193
   365    12    31  2022     555    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     556    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     557    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     558    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     559    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     560    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     561    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     562    rice140                   222.899     100.304       3.031       0.290
   365    12    31  2022     563    rice140                   222.240     100.008       3.022       0.289
   365    12    31  2022     564    rice140                   222.372     100.067       3.024       0.289
   365    12    31  2022     565    rice140                   218.902      98.506       2.977       0.285
   365    12    31  2022     566    rice140                   215.681      97.056       2.933       0.280
   365    12    31  2022     567    rice140                   204.162      91.873       2.777       0.265
   365    12    31  2022     568    rice140                   234.878     105.695       3.194       0.305
   365    12    31  2022     569    rice140                   272.409     122.584       3.705       0.354
   365    12    31  2022     570    rice140                   274.018     123.308       3.727       0.356
   365    12    31  2022     571    rice140                   267.410     120.334       3.637       0.348
   365    12    31  2022     572    rice140                   273.154     122.919       3.715       0.355
   365    12    31  2022     573    rice140                   273.591     123.116       3.721       0.356
   365    12    31  2022     574    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     575    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     576    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     577    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     578    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     579    agrl                      184.992      83.247       3.681       0.592
   365    12    31  2022     580    agrl                      403.459     181.557       8.029       1.291
   365    12    31  2022     581    agrl                      389.463     175.258       7.750       1.246
   365    12    31  2022     582    agrl                      285.764     128.594       5.687       0.914
   365    12    31  2022     583    agrl                      238.828     107.472       4.753       0.764
   365    12    31  2022     584    agrl                      739.683     332.857      14.720       2.367
   365    12    31  2022     585    agrl                      722.751     325.238      14.383       2.313
   365    12    31  2022     586    agrl                      689.270     310.172      13.716       2.206
   365    12    31  2022     587    agrl                      273.283     122.977       5.438       0.875
   365    12    31  2022     588    agrl                      276.436     124.396       5.501       0.885
   365    12    31  2022     589    agrl                      269.018     121.058       5.353       0.861
   365    12    31  2022     590    agrl                      353.528     159.088       7.035       1.131
   365    12    31  2022     591    agrl                      352.957     158.831       7.024       1.129
   365    12    31  2022     592    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     593    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     594    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     595    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     596    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     597    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     598    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     599    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     600    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     601    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     602    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     603    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     604    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     605    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     606    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     607    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     608    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     609    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     610    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     611    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     612    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     613    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     614    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     615    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     616    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     617    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     618    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     619    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     620    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     621    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     622    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     623    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     624    rice140                   100.663      45.298       1.369       0.131
   365    12    31  2022     625    rice140                    72.499      32.624       0.986       0.094
   365    12    31  2022     626    rice140                    74.861      33.688       1.018       0.097
   365    12    31  2022     627    rice140                    79.373      35.718       1.079       0.103
   365    12    31  2022     628    rice140                    77.893      35.052       1.059       0.101
   365    12    31  2022     629    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     630    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     631    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     632    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     633    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     634    agrl                      144.616      65.077       2.878       0.463
   365    12    31  2022     635    agrl                      144.330      64.949       2.872       0.462
   365    12    31  2022     636    agrl                      137.506      61.878       2.736       0.440
   365    12    31  2022     637    agrl                       92.296      41.533       1.837       0.295
   365    12    31  2022     638    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     639    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     640    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     641    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     642    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     643    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     644    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     645    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     646    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     647    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     648    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     649    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     650    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     651    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     652    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     653    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     654    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     655    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     656    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     657    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     658    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     659    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     660    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     661    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     662    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     663    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     664    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     665    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     666    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     667    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     668    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     669    agrl                      716.398     322.379      14.256       2.292
   365    12    31  2022     670    agrl                      736.403     331.381      14.654       2.356
   365    12    31  2022     671    agrl                      689.177     310.130      13.715       2.205
   365    12    31  2022     672    agrl                       79.181      35.632       1.576       0.253
   365    12    31  2022     673    agrl                       79.640      35.838       1.585       0.255
   365    12    31  2022     674    agrl                      208.776      93.949       4.155       0.668
   365    12    31  2022     675    agrl                      197.522      88.885       3.931       0.632
   365    12    31  2022     676    agrl                      266.494     119.922       5.303       0.853
   365    12    31  2022     677    agrl                      287.070     129.181       5.713       0.919
   365    12    31  2022     678    agrl                      213.617      96.128       4.251       0.684
   365    12    31  2022     679    agrl                      211.339      95.103       4.206       0.676
   365    12    31  2022     680    agrl                      185.565      83.504       3.693       0.594
   365    12    31  2022     681    agrl                      145.139      65.312       2.888       0.464
   365    12    31  2022     682    agrl                      148.719      66.924       2.960       0.476
   365    12    31  2022     683    agrl                      132.996      59.848       2.647       0.426
   365    12    31  2022     684    agrl                      137.846      62.031       2.743       0.441
   365    12    31  2022     685    agrl                      152.387      68.574       3.033       0.488
   365    12    31  2022     686    agrl                      157.110      70.699       3.126       0.503
   365    12    31  2022     687    agrl                      158.383      71.272       3.152       0.507
   365    12    31  2022     688    agrl                      155.523      69.985       3.095       0.498
   365    12    31  2022     689    agrl                      293.609     132.124       5.843       0.940
   365    12    31  2022     690    agrl                      293.648     132.141       5.844       0.940
   365    12    31  2022     691    agrl                      289.428     130.243       5.760       0.926
   365    12    31  2022     692    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     693    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     694    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     695    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     696    rice140                   204.181      91.882       2.777       0.265
   365    12    31  2022     697    rice140                   204.327      91.947       2.779       0.266
   365    12    31  2022     698    rice140                   274.961     123.733       3.739       0.357
   365    12    31  2022     699    rice140                   222.840     100.278       3.031       0.290
   365    12    31  2022     700    rice140                   169.182      76.132       2.301       0.220
   365    12    31  2022     701    rice140                   168.794      75.957       2.296       0.219
   365    12    31  2022     702    rice140                   140.319      63.144       1.908       0.182
   365    12    31  2022     703    rice140                   139.006      62.553       1.890       0.181
   365    12    31  2022     704    rice140                   136.130      61.259       1.851       0.177
   365    12    31  2022     705    rice140                   190.394      85.677       2.589       0.248
   365    12    31  2022     706    rice140                   246.831     111.074       3.357       0.321
   365    12    31  2022     707    rice140                   248.416     111.787       3.378       0.323
   365    12    31  2022     708    rice140                   242.628     109.183       3.300       0.315
   365    12    31  2022     709    rice140                   135.230      60.853       1.839       0.176
   365    12    31  2022     710    rice140                   138.374      62.269       1.882       0.180
   365    12    31  2022     711    rice140                   136.364      61.364       1.855       0.177
   365    12    31  2022     712    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     713    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     714    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     715    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     716    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     717    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     718    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     719    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     720    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     721    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     722    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     723    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     724    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     725    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     726    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     727    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     728    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     729    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     730    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     731    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     732    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     734    rice140                   108.399      48.779       1.474       0.141
   365    12    31  2022     735    rice140                   149.746      67.386       2.037       0.195
   365    12    31  2022     736    rice140                   101.235      45.556       1.377       0.132
   365    12    31  2022     737    rice140                    48.764      21.944       0.663       0.063
   365    12    31  2022     738    agrl                      159.173      71.628       3.168       0.509
   365    12    31  2022     739    agrl                      121.715      54.772       2.422       0.389
   365    12    31  2022     741    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     742    rice140                   292.369     131.566       3.976       0.380
   365    12    31  2022     743    rice140                   275.071     123.782       3.741       0.358
   365    12    31  2022     744    rice140                   417.353     187.809       5.676       0.543
   365    12    31  2022     745    rice140                   190.564      85.754       2.592       0.248
   365    12    31  2022     746    rice140                   301.623     135.730       4.102       0.392
   365    12    31  2022     747    rice140                   222.933     100.320       3.032       0.290
   365    12    31  2022     748    rice140                   223.223     100.450       3.036       0.290
   365    12    31  2022     749    rice140                   168.753      75.939       2.295       0.219
   365    12    31  2022     750    rice140                   166.905      75.107       2.270       0.217
   365    12    31  2022     751    rice140                   204.068      91.831       2.775       0.265
   365    12    31  2022     752    rice140                   203.935      91.771       2.774       0.265
   365    12    31  2022     753    rice140                   202.975      91.339       2.760       0.264
   365    12    31  2022     754    rice140                   202.280      91.026       2.751       0.263
   365    12    31  2022     755    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     756    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     757    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     758    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     759    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     760    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     761    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     762    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     763    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     764    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     765    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     766    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     767    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     768    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     769    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     770    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     771    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     772    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     773    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     774    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     775    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     776    agrl                      322.594     145.167       6.420       1.032
   365    12    31  2022     777    agrl                      267.275     120.274       5.319       0.855
   365    12    31  2022     778    agrl                      275.946     124.176       5.491       0.883
   365    12    31  2022     779    agrl                      400.564     180.254       7.971       1.282
   365    12    31  2022     780    agrl                      388.452     174.804       7.730       1.243
   365    12    31  2022     781    agrl                      377.274     169.773       7.508       1.207
   365    12    31  2022     782    agrl                       79.840      35.928       1.589       0.255
   365    12    31  2022     783    agrl                       80.368      36.166       1.599       0.257
   365    12    31  2022     784    agrl                       79.020      35.559       1.572       0.253
   365    12    31  2022     785    agrl                      736.293     331.332      14.652       2.356
   365    12    31  2022     786    agrl                      715.918     322.163      14.247       2.291
   365    12    31  2022     787    agrl                      690.463     310.708      13.740       2.209
   365    12    31  2022     788    agrl                      148.612      66.876       2.957       0.476
   365    12    31  2022     789    agrl                      148.132      66.660       2.948       0.474
   365    12    31  2022     790    agrl                      185.703      83.567       3.695       0.594
   365    12    31  2022     791    agrl                      196.174      88.278       3.904       0.628
   365    12    31  2022     792    agrl                      210.255      94.615       4.184       0.673
   365    12    31  2022     793    agrl                      197.456      88.855       3.929       0.632
   365    12    31  2022     794    agrl                      264.394     118.977       5.261       0.846
   365    12    31  2022     795    agrl                      348.987     157.044       6.945       1.117
   365    12    31  2022     796    agrl                      157.468      70.861       3.134       0.504
   365    12    31  2022     797    agrl                      156.891      70.601       3.122       0.502
   365    12    31  2022     798    agrl                      155.410      69.935       3.093       0.497
   365    12    31  2022     799    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     800    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     801    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     802    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     803    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     804    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     805    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     806    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     807    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     808    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     809    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     810    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     811    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     812    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     813    orcd                        0.000       0.000       0.000       0.000
   365    12    31  2022     814    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     815    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     816    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     817    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     818    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     819    frse_tecf                   0.000       0.000       0.000       0.000
   365    12    31  2022     820    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     821    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     822    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     823    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     824    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     825    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     826    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     827    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     828    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     829    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     830    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     831    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     832    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     833    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     834    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     835    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     836    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     837    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     838    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     839    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     840    wetn                        0.000       0.000       0.000       0.000
   365    12    31  2022     841    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     842    wetw                        0.000       0.000       0.000       0.000
   365    12    31  2022     843    rice140                   119.830      53.923       1.630       0.156
   365    12    31  2022     844    rice140                   118.557      53.350       1.612       0.154
   365    12    31  2022     845    rice140                   148.191      66.686       2.015       0.193
   365    12    31  2022     846    rice140                   168.571      75.857       2.293       0.219
   365    12    31  2022     847    rice140                   146.400      65.880       1.991       0.190
   365    12    31  2022     848    rice140                   220.944      99.425       3.005       0.287
   365    12    31  2022     849    rice140                   186.479      83.915       2.536       0.242
   365    12    31  2022     850    rice140                   181.739      81.782       2.472       0.236
   365    12    31  2022     851    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     852    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     853    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     854    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     855    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     856    urbn_warm                   0.000       0.000       0.000       0.000
   365    12    31  2022     857    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     858    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     859    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     860    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     869    agrl                      165.188      74.334       3.287       0.529
   365    12    31  2022     870    agrl                      169.703      76.366       3.377       0.543
   365    12    31  2022     871    agrl                      137.934      62.070       2.745       0.441
   365    12    31  2022     872    agrl                      234.504     105.527       4.667       0.750
   365    12    31  2022     873    agrl                      658.980     296.541      13.114       2.109
   365    12    31  2022     874    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     875    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     876    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     877    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     878    frst_tems                   0.000       0.000       0.000       0.000
   365    12    31  2022     879    rice140                   222.798     100.259       3.030       0.290
   365    12    31  2022     880    rice140                   226.982     102.142       3.087       0.295
   365    12    31  2022     881    rice140                   301.035     135.466       4.094       0.391
   365    12    31  2022     882    rice140                   287.600     129.420       3.911       0.374
   365    12    31  2022     883    rice140                   292.667     131.700       3.980       0.380
   365    12    31  2022     884    rice140                   274.613     123.576       3.735       0.357
   365    12    31  2022     885    rice140                   190.346      85.656       2.589       0.247
   365    12    31  2022     886    rice140                   192.073      86.433       2.612       0.250
   365    12    31  2022     887    rice140                   389.777     175.399       5.301       0.507
   365    12    31  2022     888    rice140                   382.712     172.221       5.205       0.498
   365    12    31  2022     889    rice140                   208.706      93.918       2.838       0.271
   365    12    31  2022     890    rice140                   201.773      90.798       2.744       0.262
   365    12    31  2022     891    rice140                   214.978      96.740       2.924       0.279
   365    12    31  2022     892    rice140                   238.658     107.396       3.246       0.310
   365    12    31  2022     893    rice140                   247.108     111.198       3.361       0.321
   365    12    31  2022     894    rice140                   248.030     111.614       3.373       0.322
   365    12    31  2022     895    rice140                   267.261     120.268       3.635       0.347
   365    12    31  2022     896    rice140                   271.796     122.308       3.696       0.353
   365    12    31  2022     897    rice140                   271.472     122.162       3.692       0.353
   365    12    31  2022     898    rice140                   141.959      63.881       1.931       0.185
   365    12    31  2022     899    rice140                   138.429      62.293       1.883       0.180
   365    12    31  2022     900    agrl                      201.096      90.493       4.002       0.644
   365    12    31  2022     901    agrl                      185.692      83.561       3.695       0.594
   365    12    31  2022     902    agrl                      268.618     120.878       5.346       0.860
   365    12    31  2022     903    agrl                      240.299     108.135       4.782       0.769
   365    12    31  2022     904    agrl                      389.212     175.145       7.745       1.245
   365    12    31  2022     905    agrl                      399.521     179.784       7.950       1.278
   365    12    31  2022     906    agrl                      239.841     107.928       4.773       0.767
   365    12    31  2022     907    agrl                      259.531     116.789       5.165       0.830
   365    12    31  2022     908    agrl                      266.286     119.829       5.299       0.852
   365    12    31  2022     909    agrl                      712.543     320.644      14.180       2.280
   365    12    31  2022     910    agrl                      739.804     332.912      14.722       2.367
   365    12    31  2022     911    agrl                      689.323     310.195      13.718       2.206
   365    12    31  2022     912    agrl                      277.180     124.731       5.516       0.887
   365    12    31  2022     913    agrl                      273.469     123.061       5.442       0.875
   365    12    31  2022     914    agrl                      268.971     121.037       5.353       0.861
   365    12    31  2022     915    agrl                      290.768     130.845       5.786       0.930
   365    12    31  2022     916    agrl                      291.222     131.050       5.795       0.932
   365    12    31  2022     917    agrl                      293.434     132.045       5.839       0.939
   365    12    31  2022     918    agrl                      148.311      66.740       2.951       0.475
   365    12    31  2022     919    agrl                      156.620      70.479       3.117       0.501
   365    12    31  2022     920    agrl                      157.404      70.832       3.132       0.504
   365    12    31  2022     921    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     922    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     923    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     924    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     925    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     926    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     927    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     928    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     929    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     930    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     931    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     932    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     933    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     934    gras                        0.000       0.000       0.000       0.000
   365    12    31  2022     935    gras                        0.000       0.000       0.000       0.000
