  Year,   Mon,   Day,   HRU,              Precip,               Irrig,                Seep,                 PET,                  ET,               WeirH,              Wtrdep,               WeirQ,                  SW,              Sedcon,              SedYld,              NO3Con,              NO3Yld,                 LAI,                 SALT
  2010,     1,     1,   892,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   893,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   894,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   895,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   896,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   897,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   898,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   899,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   985,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.3,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   986,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   987,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   988,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   989,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   990,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   991,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   992,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   993,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   994,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   995,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   996,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   997,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   998,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   999,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1000,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1001,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1168,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.3,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1169,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1170,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1171,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1172,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1173,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1174,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1175,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1176,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1177,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1178,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1179,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,  1180,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
