  Year,   Mon,   Day,   HRU,              Precip,               Irrig,                Seep,                 PET,                  ET,               WeirH,              Wtrdep,               WeirQ,                  SW,              Sedcon,              SedYld,              NO3Con,              NO3Yld,                 LAI,                 SALT
  2010,     1,     1,   753,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   754,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   879,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   880,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   881,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   882,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   883,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   884,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.3,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   885,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   886,                 0.0,                 0.0,                 0.0,                 0.2,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   887,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   888,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   889,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   890,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
  2010,     1,     1,   891,                 0.0,                 0.0,                 0.0,                 0.2,                 0.1,                 0.0,                 0.0,                 0.0,                 0.1,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,                 0.0,
